name,level,size,law,moral,ac,hp,perception,fortitude,reflex,willpower,strength,dexterity,constitution,intelligence,wisdom,charisma,acrobatics,arcana,athletics,crafting,deception,diplomacy,intimidation,medicine,nature,occultism,performance,religion,society,stealth,survival,thievery
Xulgath Roughrider,11,3,1,1,31,195,21,22,23,19,5,4,3,-1,4,1,21,0,22,0,0,0,18,0,21,0,0,0,0,0,19,0
Elemental Inferno,11,5,2,2,31,210,20,21,23,19,6,6,5,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarlet Triad Enforcer,15,3,3,1,36,275,25,30,26,24,8,6,6,3,4,5,30,0,0,0,0,0,28,0,0,0,0,0,0,27,0,25
Triceratops,8,5,2,2,26,140,16,18,12,14,7,0,4,-4,2,-1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie Charger,-1,3,2,1,12,16,0,6,0,2,3,-2,2,-5,0,-2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Nai Yan Fei,20,3,3,2,44,375,36,32,34,33,1,4,2,7,3,5,37,36,0,0,36,38,36,0,0,38,36,32,38,35,0,35
Clay Golem,10,4,2,2,29,175,16,23,16,17,6,-1,6,-5,0,-5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeletal Mount,2,4,2,1,16,33,8,6,9,8,5,3,2,-5,2,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Orm,10,5,2,2,30,170,21,21,19,17,8,5,5,-3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,23,0,0
Xulgath Skirmisher,6,3,1,1,24,95,15,13,16,13,4,4,1,0,3,0,16,0,14,0,0,0,0,0,0,0,0,0,0,16,15,0
Frost Worm,12,5,2,2,33,225,22,24,22,20,7,4,6,-4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,20,0,0
Terra-Cotta Soldier,6,3,2,2,24,120,14,17,14,10,5,4,5,1,2,3,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
Graylok Gatebreakers,8,4,1,1,28,130,16,21,14,14,7,0,5,0,2,0,0,0,21,0,0,0,16,0,0,0,0,0,0,0,0,0
Laslunn,13,3,2,1,35,235,24,23,25,22,4,5,3,1,3,4,27,0,26,0,0,0,26,0,0,0,0,0,20,22,22,22
Ryta,4,2,3,2,21,60,10,8,13,10,1,3,0,1,2,4,11,0,0,0,0,12,12,0,0,0,12,0,9,11,0,0
Bugbear Marauder,2,3,2,1,17,34,7,9,8,5,4,2,3,-1,1,0,6,0,7,0,0,0,4,0,0,0,0,0,0,6,0,0
Kiru,3,3,1,1,20,45,9,7,11,9,1,4,0,1,2,2,9,0,0,0,0,0,9,0,0,0,0,0,0,9,0,11
Pirate,2,3,1,2,18,32,6,7,8,6,2,3,1,0,2,2,7,0,8,0,6,0,6,0,0,0,0,0,0,0,0,0
Scarlet Triad Agent,11,3,2,1,32,195,21,18,24,21,2,7,3,0,4,6,22,15,19,0,23,0,0,0,19,0,0,0,0,24,0,24
Gref,2,2,3,1,17,40,9,9,12,4,2,4,2,-1,2,0,8,0,0,0,6,0,0,0,0,0,0,0,0,8,0,8
Xulgath Skulker,2,3,1,1,19,28,7,8,10,5,3,4,2,-1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
Skeletal Crocodile,7,5,2,1,25,105,16,15,15,13,7,2,4,-5,2,2,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0
Quintessa Maray,11,3,1,2,32,145,20,19,23,20,0,4,2,2,3,5,19,0,0,0,24,20,0,0,0,0,22,0,21,21,0,23
Charau-ka Acolyte of Angazhan,3,2,1,1,19,45,9,8,7,11,2,2,1,0,4,2,0,0,7,0,0,0,7,0,9,0,0,11,0,7,0,0
Anadi Lurker,3,3,1,2,19,45,11,7,11,9,3,4,0,0,2,1,9,0,10,5,0,0,0,0,7,0,0,0,0,11,9,0
Kareida,1,3,2,2,15,25,7,8,7,6,3,2,3,0,1,0,0,0,7,4,5,0,0,0,0,0,0,0,0,6,0,0
Azarketi Tide Tamer,7,3,2,2,25,115,15,15,18,12,4,4,2,0,1,2,0,0,15,0,0,0,15,0,12,0,0,0,0,15,14,0
Cave Scorpion,1,3,2,2,16,20,7,6,9,5,2,4,3,-5,2,-4,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Warbal Bumblebrasher,1,2,2,3,15,20,3,5,5,5,-1,2,2,2,0,3,0,0,0,0,0,8,0,0,5,0,0,5,7,0,3,0
Sthira,20,4,2,1,45,475,33,29,27,33,9,2,10,-5,0,-2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret-Keeper,14,3,2,1,36,240,29,21,23,27,6,3,1,0,5,3,0,0,26,0,0,0,27,0,0,0,0,23,0,25,0,25
Pageant Troupe,14,6,2,2,29,260,24,27,21,22,7,2,6,2,3,4,0,0,28,0,0,0,25,0,0,0,0,0,0,0,0,0
Armag Twice-Born,14,3,1,2,35,300,24,28,23,25,5,2,5,0,2,4,0,0,27,0,0,0,26,0,0,0,0,0,0,0,24,0
Castruccio Irovetti,16,3,1,2,39,300,26,28,31,26,4,5,2,3,0,5,31,27,28,0,31,0,31,0,26,29,29,0,29,0,0,0
The Misbegotten Troll,18,4,1,1,40,430,31,36,27,27,9,4,8,0,3,6,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0
Daemonic Rumormonger,22,3,2,1,48,350,41,34,39,36,6,9,4,8,8,7,41,0,0,0,37,37,0,0,0,38,0,0,0,0,0,39
Morgrym Leadbuster,4,3,2,1,19,50,11,11,9,14,3,2,2,4,1,-1,0,0,12,12,0,13,15,0,0,0,0,16,9,0,12,0
Deepwater Dhuthorex,9,4,1,2,28,155,18,19,18,17,7,3,4,-4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,19,0
K. H. W.'s Echo,14,3,3,2,36,280,30,23,24,28,4,5,4,5,5,8,28,25,25,0,0,0,0,0,25,25,0,25,0,0,0,0
Villamor Koth,15,3,1,1,35,350,27,27,23,27,5,2,4,0,4,3,0,0,30,0,0,0,26,0,27,0,0,0,0,0,27,0
Peluda,10,4,3,1,30,170,21,21,17,19,7,3,5,-2,5,3,0,0,23,0,0,0,19,0,0,0,0,0,0,0,0,0
Feral Sea Skull Swarm,12,5,2,1,32,160,21,25,22,19,0,4,7,-5,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Fallen Champion,8,3,2,1,28,130,17,19,14,17,5,2,5,2,3,5,14,0,19,0,0,0,19,0,0,0,0,17,0,0,0,0
Qurashith,17,5,1,1,40,340,33,29,30,28,9,7,6,-1,5,6,30,0,32,0,29,0,0,0,0,0,0,0,0,32,28,0
Onryo,12,3,2,1,32,180,21,21,23,23,2,7,5,2,5,6,25,0,20,0,0,0,0,0,0,0,0,0,0,25,23,0
Jurgrindor,3,4,1,1,17,50,9,12,6,9,5,1,3,0,2,0,0,0,10,7,0,0,9,0,0,0,0,0,0,8,0,0
Kannitri,13,3,3,2,33,175,26,19,24,25,-5,5,0,3,6,7,0,0,0,0,0,0,26,0,0,24,0,0,0,0,0,0
Cinder Rat,3,2,2,2,18,45,9,9,12,6,2,3,2,-4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0
Mummified Cat,0,1,2,1,15,17,7,8,4,7,1,0,2,-4,3,-2,4,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0
"Basiri, Wellspring Keeper",19,4,2,1,40,400,33,31,31,37,10,4,4,6,6,6,31,0,37,0,32,32,32,0,0,33,0,33,0,0,0,0
Bellator Mortus Soldier,15,3,3,1,37,345,26,29,23,25,8,4,6,4,6,4,25,0,29,0,0,25,25,0,0,0,0,27,25,25,0,0
Aliriel,15,3,3,1,37,210,27,25,29,27,6,8,4,8,4,6,27,29,25,0,27,0,0,0,0,27,0,0,25,29,0,0
Viktor Volkano,2,3,1,2,16,40,7,11,8,8,2,3,2,0,0,2,0,6,6,4,0,0,0,0,0,0,8,0,0,0,0,0
Weredigo,15,4,1,2,37,280,29,29,28,31,6,7,8,6,8,7,30,0,0,0,0,0,30,0,0,0,0,0,31,0,0,0
Berberoka,15,5,2,1,36,310,26,29,23,24,8,4,6,-1,3,4,0,0,31,0,27,0,25,0,26,0,0,0,0,25,26,0
Barking Stag,13,4,2,2,34,245,28,21,26,23,8,5,4,-4,5,1,24,0,27,0,0,0,0,0,0,0,0,0,0,0,26,0
Evora Yarket,7,3,2,2,22,115,14,16,11,13,5,0,3,1,2,-1,11,0,19,0,0,0,10,0,13,0,10,0,0,0,13,0
Daemonic Skinner,20,4,1,1,43,450,36,39,34,32,10,6,9,3,6,6,34,0,40,0,0,0,34,0,0,0,0,34,0,34,0,32
Shambler Troop,4,6,2,1,18,90,7,11,8,9,5,0,3,-5,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I,7,3,1,2,25,110,19,14,12,14,4,1,2,4,2,1,0,16,16,0,0,14,0,0,0,0,0,0,0,0,0,16
Iron Taviah,6,4,2,1,24,85,14,16,11,14,6,3,4,3,3,3,0,11,14,13,11,0,11,0,0,14,0,11,0,14,0,0
Onidoshi,8,4,3,1,27,125,17,18,15,15,6,3,4,3,3,4,15,13,16,0,18,0,18,0,17,0,0,0,0,0,0,0
Galvo,9,3,2,1,27,158,17,18,21,15,4,6,3,-2,4,-1,19,0,19,0,0,0,0,0,0,0,0,0,0,19,0,0
Hunting Spider,1,3,2,2,17,16,7,6,9,5,2,4,1,-5,2,-4,7,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0
Grabble Forden,13,3,2,1,32,285,25,25,22,23,1,3,4,5,4,0,22,26,0,26,0,0,0,0,23,0,0,0,0,0,0,0
Aspect of Immortality,21,3,2,1,47,320,41,37,41,38,8,10,8,5,7,8,43,0,38,0,40,0,43,0,0,0,0,39,36,43,0,0
Bandit Scout,0,3,2,1,17,10,5,4,7,5,2,3,2,0,1,0,4,0,3,0,0,0,2,0,0,0,0,0,0,6,0,0
Awakened Megalania,7,5,2,2,25,125,15,17,15,13,7,2,4,0,2,-2,0,0,18,0,0,0,0,0,15,0,0,0,0,15,0,0
Hillstomper,12,5,2,2,31,200,21,22,16,21,8,1,5,2,2,2,0,0,25,0,0,19,19,0,0,0,0,0,0,0,21,0
Ankhrav,3,4,2,2,20,40,7,12,8,7,4,1,3,-4,0,-2,6,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0
Keznin Nevarmo,9,3,2,1,26,150,18,15,18,21,0,3,0,4,4,3,0,0,0,0,0,18,0,17,21,0,0,17,19,0,17,0
Hantu Belian,11,2,2,2,27,150,24,19,21,24,-5,6,0,0,5,7,23,0,20,0,0,0,0,22,0,0,0,0,0,19,0,0
Marrmora,15,3,2,1,37,280,27,29,25,27,6,4,8,4,6,8,25,0,25,0,30,0,30,0,30,0,0,0,0,27,27,0
Remorhaz,7,5,2,2,25,120,14,18,15,10,7,2,5,-3,1,-2,0,0,18,0,0,0,0,0,0,0,0,0,0,13,0,0
Rinnarv Bontimar,20,3,3,2,45,400,32,36,33,30,8,7,8,3,4,10,0,32,38,0,34,38,0,0,0,34,0,38,0,0,0,0
Umonlee,15,5,2,2,39,320,25,28,26,23,8,3,7,-3,2,3,0,0,31,0,0,0,0,0,0,0,0,0,0,24,0,0
Nyamat Mshwe,6,3,1,1,23,90,16,13,11,16,2,1,1,1,4,3,0,0,12,0,0,13,15,0,0,0,0,16,9,0,12,0
Bosun,3,3,2,2,19,45,8,6,11,8,2,4,1,0,1,2,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0
Greater Nightmare,11,5,2,1,31,200,22,25,24,21,7,4,5,2,5,3,23,0,24,0,0,0,22,0,0,0,0,0,0,0,20,0
Hydra,6,5,2,2,23,90,17,15,12,10,7,4,5,-3,2,-1,0,0,17,0,0,0,0,0,0,0,0,0,0,12,0,0
Tough Giant Shrew,1,2,2,2,16,20,5,8,9,5,3,3,2,-4,1,-3,7,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0
Leaf Leshy,0,2,2,2,18,15,4,6,6,4,-1,2,2,-2,2,1,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0
Priest Of Kabriri,5,3,1,1,19,63,13,9,9,12,4,3,1,0,4,2,0,0,13,0,0,11,0,0,0,0,0,13,9,12,0,0
Horde Lich,15,3,2,1,35,250,25,21,27,27,2,6,0,8,4,6,27,31,0,29,0,0,27,0,0,0,0,25,0,27,0,27
Leng Envoy,18,3,1,1,42,240,31,27,30,33,5,6,5,9,5,6,32,0,29,0,35,0,32,0,0,35,0,0,0,32,0,30
Taljjae The Hermit,18,4,1,2,43,400,33,27,33,30,8,9,7,6,8,9,35,0,31,0,0,0,0,0,0,0,38,0,31,0,0,0
Luminous Ooze,4,2,2,2,11,80,6,11,3,6,3,-5,3,-5,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharaja,20,3,3,1,45,320,37,31,33,35,8,9,7,7,7,10,33,33,0,0,41,38,38,0,0,35,0,35,35,0,0,0
Snapping Flytrap,3,4,2,2,18,50,7,12,8,7,2,3,5,-5,2,-2,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0
Camel,1,4,2,2,15,20,4,9,8,4,4,3,4,-4,1,-1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0
Stegosaurus,7,5,2,2,23,125,15,17,13,13,7,2,4,-4,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorpion Swarm,4,4,2,2,21,55,11,10,13,8,0,5,2,-5,0,-4,11,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0
Tino Oni Form,18,4,3,1,41,320,30,32,32,28,9,6,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gourd Leshy,1,2,2,2,17,20,5,5,9,7,2,4,2,-1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0
Brittle Skeletal Horse,1,4,2,1,14,23,6,4,7,6,5,3,2,-5,2,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Unshadowed Anchor Root,18,2,1,1,39,270,33,30,27,33,2,3,4,5,5,-1,0,0,0,0,35,0,0,0,35,35,0,31,0,31,33,0
Dread Wraith,9,4,3,1,28,130,19,16,19,21,-5,6,3,3,4,6,19,0,0,0,0,0,21,0,0,0,0,0,0,19,0,0
Jitterbone Contortionist,4,2,1,2,20,56,10,10,14,10,2,4,3,0,1,1,12,0,10,0,9,0,0,0,0,0,0,0,0,12,0,0
Ta'apundo,19,5,1,2,45,440,35,30,35,33,6,10,5,0,10,6,35,0,0,0,0,0,0,0,33,0,0,0,0,35,37,0
Blune Bandersworth,20,2,2,1,43,375,36,29,34,32,1,6,3,7,2,3,36,37,0,0,31,0,0,0,0,33,0,0,33,36,0,36
Gilded Gunner Goon,4,3,3,1,20,60,8,11,14,8,3,4,3,1,0,0,11,0,12,0,10,0,0,0,0,0,0,0,0,12,0,0
Arboreal Snag,3,4,2,1,19,45,8,12,6,8,4,1,3,-5,1,0,0,0,10,0,0,0,7,0,0,0,0,0,0,7,0,0
Wailing Ghost,2,3,2,2,17,15,8,6,8,6,-5,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0
Drow Fighter,1,3,1,1,18,18,6,7,9,4,2,4,2,0,1,0,7,0,5,0,0,0,3,0,0,0,0,0,0,7,0,0
Whimwyrm,17,3,1,2,42,280,31,29,34,29,5,9,6,5,6,7,34,0,30,0,32,0,30,0,30,0,35,0,0,34,29,0
Eseneth,17,3,2,2,39,290,29,28,32,27,8,8,5,6,4,2,33,0,33,0,0,0,0,31,0,0,0,0,0,33,0,0
Iruxi Ossature,5,3,2,2,22,76,13,15,9,13,5,2,4,-1,2,0,0,0,12,0,0,0,11,0,0,0,0,0,0,13,0,0
Ghast Outlaw,9,3,1,1,28,155,15,18,20,16,4,6,3,0,3,1,19,0,19,0,16,0,0,0,0,0,0,0,0,21,18,19
Miogimo,17,3,1,1,40,310,31,26,30,31,5,4,0,3,5,8,31,0,28,0,33,35,0,0,0,28,0,0,28,31,0,0
Smiler,2,3,1,1,19,45,12,9,12,8,3,4,2,1,2,4,9,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0
Bythos,16,4,3,2,39,245,30,25,26,30,8,4,5,7,8,5,0,29,32,0,25,0,25,0,30,29,0,30,0,26,0,0
Abendego Priest,11,3,2,1,30,175,22,20,21,17,4,3,2,0,5,2,0,0,21,0,21,0,19,0,0,0,0,22,0,0,0,20
Eagle,-1,2,2,2,16,6,6,4,6,2,0,3,1,-4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crownbound Constellation,8,5,3,2,30,98,19,19,16,13,7,4,6,4,3,3,16,0,21,0,0,0,0,0,0,0,0,0,0,16,0,0
Summer Hora,6,3,1,3,24,90,14,11,14,17,1,5,2,3,4,5,13,0,11,0,0,13,0,0,14,0,0,0,0,15,14,0
Hegessik,15,4,1,2,37,250,29,26,23,29,8,6,7,4,6,6,25,0,27,0,29,29,27,0,0,0,0,29,0,27,27,0
Apothecary's Cabinet,6,4,2,2,24,80,11,17,11,11,6,-3,5,-5,0,-5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahuizotl,6,4,2,1,23,105,13,17,13,13,5,3,5,-1,3,3,0,0,15,0,15,0,0,0,0,0,0,0,0,15,0,0
Bog Strider,2,3,2,2,18,30,8,8,10,8,2,4,2,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,8,0
Ouroboros,21,6,2,2,45,500,33,38,34,33,10,5,7,-4,4,8,36,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
Weak Evasive Vampire Count,5,3,1,1,22,50,17,9,12,15,5,3,2,2,4,4,11,0,13,0,12,12,14,0,0,0,0,0,12,11,0,0
Giant Octopus,8,5,2,2,27,135,15,16,17,15,6,3,4,-3,3,-2,17,0,20,0,0,0,0,0,0,0,0,0,0,17,0,0
Drow Priestess,3,3,1,1,20,39,9,8,7,11,1,2,1,0,4,1,0,0,0,0,8,0,8,0,0,0,0,9,5,7,0,0
Acolyte of Pharasma,1,3,2,2,15,16,7,2,5,9,1,2,-1,2,4,1,0,0,0,5,0,4,0,0,0,5,0,7,5,0,0,0
Dread Wisp,9,2,1,1,31,90,20,14,21,18,-5,6,0,2,4,2,23,0,0,0,16,0,16,0,0,0,0,0,0,23,0,0
Shoony Tiller,0,2,2,3,15,16,6,5,3,6,3,1,1,-1,2,2,0,0,7,1,0,4,0,0,0,0,0,0,1,0,4,0
Storm Warrior-Priest,2,3,1,2,17,30,6,7,6,10,2,0,1,1,4,1,5,0,7,0,0,5,0,0,0,0,0,7,5,0,0,0
Salamander,7,3,1,1,26,125,15,15,16,13,4,3,4,2,2,1,12,0,17,15,12,0,14,0,0,0,0,0,13,0,0,0
Necrohusk,5,3,2,1,22,75,14,10,15,12,5,4,1,-3,3,-1,13,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0
Kadlaka,4,3,3,2,21,60,14,8,13,14,3,5,0,2,4,3,11,0,0,10,0,9,11,0,10,0,0,0,0,11,10,0
Bone Warrior,4,3,2,1,21,65,11,13,11,7,4,2,3,1,1,0,10,0,14,9,0,0,8,0,7,0,0,0,0,0,7,0
Ghoul Gnawer,11,3,2,1,28,190,18,18,21,24,1,3,1,5,3,7,0,21,0,21,23,23,23,0,0,21,0,0,0,19,0,0
Daelum,4,4,2,2,21,76,11,13,11,9,5,3,5,2,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0
Jorogumo,13,3,2,1,33,270,26,22,23,26,6,4,5,3,5,7,25,0,23,22,28,26,0,0,0,0,24,0,0,23,24,0
Giant Vulture,3,4,2,2,18,50,12,13,9,6,3,2,4,-4,1,-1,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Young Red Dragon,10,4,1,1,30,210,20,21,18,19,6,1,4,1,2,3,15,17,22,0,19,19,21,0,0,0,0,0,0,17,0,0
Ball Python,1,3,2,2,16,20,6,8,10,4,3,3,3,-4,1,-2,6,0,6,0,0,0,0,0,0,0,0,0,0,6,4,0
Languid Isqulug,10,3,2,1,29,210,22,22,18,16,7,5,7,3,7,5,20,0,22,0,0,0,0,0,20,0,0,0,0,0,20,0
Squirrelwind,10,4,2,2,32,130,19,15,23,17,6,7,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
Lantern Archon,1,2,3,3,16,20,6,6,10,4,-5,3,1,-1,1,1,8,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
Plague Giant,14,5,2,1,35,285,25,27,24,23,8,6,7,3,5,4,0,0,30,0,0,0,24,0,0,0,0,25,0,26,0,0
Battle Leader Rekarek,2,2,3,1,17,40,10,12,8,5,3,2,4,-1,1,1,0,0,9,0,0,0,7,0,0,0,0,0,0,6,0,0
Urglid,13,4,1,1,31,290,20,26,20,20,9,4,8,4,3,4,0,0,27,24,22,0,27,0,0,0,0,24,22,27,0,0
Ghoul Razorclaw,13,3,2,1,34,230,25,20,26,23,6,7,2,5,4,5,27,0,24,0,24,24,24,24,0,0,0,0,24,27,0,27
Mechanical Carny,2,3,2,2,17,33,6,8,11,4,3,1,0,-5,0,2,7,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0
Skitterstitch,6,4,2,2,24,115,14,18,16,9,6,3,5,-5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Xulgath Thoughtmaw,15,3,1,1,36,280,30,23,26,30,4,6,4,8,5,6,25,27,0,0,29,27,29,0,0,31,0,0,27,0,0,0
"Cole Farsen, Advisor",5,3,1,1,21,56,14,9,11,15,0,2,2,0,4,4,0,0,0,0,15,15,0,0,0,9,11,0,11,0,0,0
Doru,1,1,3,1,16,20,7,4,9,7,0,4,1,3,2,3,7,8,0,0,6,0,0,0,0,0,0,5,0,7,0,0
Lawn Crawfish,1,2,1,2,20,17,8,7,9,4,1,4,2,-3,1,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrel Launcher,14,3,2,2,34,250,25,23,29,19,6,8,4,-5,0,-5,29,0,25,0,0,0,0,0,0,0,0,0,0,27,0,0
Lizardfolk Defender,1,3,2,2,16,21,7,8,7,5,3,2,3,-1,2,0,5,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Guide,4,3,2,2,21,60,14,12,11,14,4,1,2,1,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,12,0
Croakchief Globblit Skink-eater,5,3,2,1,21,85,13,14,9,13,5,2,3,-1,2,2,0,0,14,0,0,0,13,0,0,0,0,0,0,0,11,0
Shadow Giant,13,4,3,1,33,275,20,25,20,23,8,2,5,0,1,3,0,0,27,0,0,0,22,0,0,0,0,0,0,21,0,0
Rai Sho Postulant,16,4,2,2,39,360,30,30,27,29,9,5,6,2,6,2,0,0,33,0,0,0,0,0,0,0,0,0,0,28,27,0
Sun-Scorched Shadow Drake,1,1,1,1,15,18,4,5,8,4,1,4,1,-1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Shoma Lyzerius,3,3,1,2,18,44,9,6,10,8,1,3,1,4,1,4,8,9,0,12,9,9,0,0,0,0,0,0,9,10,0,10
Cavnakash,5,3,2,1,22,83,12,13,10,15,3,0,2,1,5,2,0,10,13,0,0,0,13,0,0,0,0,15,0,10,0,0
Grave Hag,9,3,1,1,28,155,18,19,16,18,6,3,4,6,3,4,0,19,19,17,17,0,0,18,0,19,0,0,17,18,0,0
Treerazer,25,5,1,1,54,550,46,42,40,43,12,9,11,7,8,8,40,38,45,0,0,0,46,0,49,38,0,45,0,40,0,0
Aghash,4,3,3,1,19,75,12,9,10,12,3,4,3,1,2,4,0,9,8,0,12,0,12,0,0,0,0,10,0,10,0,0
Barrow Quasit,3,1,1,1,20,54,9,6,12,9,0,5,0,1,2,2,10,6,0,0,9,0,7,0,0,0,0,7,0,10,0,0
Rust Monster,3,3,2,2,19,40,8,8,10,6,0,3,1,-4,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeleton Soldier,-1,3,2,1,1,4,2,2,8,2,2,4,0,-5,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivka Cimurlian,13,3,2,1,32,220,21,24,26,17,5,7,5,0,0,8,26,0,22,0,27,0,0,0,0,0,0,0,0,26,19,0
Alghollthu Master,7,5,3,1,23,135,17,15,10,16,5,1,6,3,5,4,0,0,16,0,15,0,15,0,0,16,0,0,0,0,0,0
Cultist of Alocer,3,3,3,1,20,45,10,7,9,10,1,2,0,3,3,0,0,0,0,10,8,0,0,0,8,10,0,10,0,0,8,0
Mu Spore,21,6,1,2,45,350,36,38,32,38,10,3,9,4,9,9,26,0,41,0,0,0,0,0,38,36,0,0,0,0,0,0
Tyrroicese,10,4,2,1,27,320,16,21,14,19,7,2,5,-3,3,4,0,0,23,0,0,0,0,0,0,0,0,18,0,0,0,0
Depleted Roiling Incant,7,4,2,2,22,115,12,16,14,12,4,4,6,-5,0,-5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbazu,5,3,3,1,22,60,13,15,11,11,4,2,4,-2,2,1,11,0,13,0,0,0,10,0,0,0,0,11,0,11,0,0
Krooth Hatchlings,3,4,2,2,19,30,6,9,8,6,3,1,2,-4,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,8,8,0
Giant Tick,1,2,2,2,16,20,6,9,6,4,1,3,4,-5,1,-5,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Agile Warrior Nightmares,13,3,2,2,35,180,25,22,26,21,3,5,3,1,2,3,28,0,22,0,24,0,0,0,0,0,0,0,0,26,0,0
Orca,5,5,2,2,21,75,12,14,11,12,7,2,5,-4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,0,0
Ninth Army Mage,1,3,2,1,14,14,5,6,7,8,0,2,1,4,1,1,0,8,0,0,0,0,0,0,0,0,0,0,7,5,0,7
General Avinash Jurrg,14,4,3,1,36,225,26,28,24,24,8,4,6,4,4,6,24,26,28,0,28,0,28,0,24,0,0,0,24,0,0,0
Yurgak,14,3,1,1,36,240,29,24,25,28,4,6,5,4,8,6,24,24,0,24,26,0,26,28,0,24,0,28,24,26,0,0
Taljjae The General,18,4,1,2,43,400,33,27,33,30,8,9,7,6,8,9,35,0,31,0,0,0,0,0,0,0,38,0,31,0,0,0
Canopy Elder,19,6,2,2,42,445,32,36,28,33,10,4,9,6,8,5,0,0,37,0,35,0,35,0,40,0,0,0,0,31,0,0
Black Bear,2,4,2,2,18,32,8,11,8,5,3,2,3,-4,1,-2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0
Cobbled Bruiser,4,4,2,2,20,60,11,14,8,11,5,2,4,-3,3,0,8,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0
Il'setsya Wyrmtouched,19,3,1,2,40,300,25,30,32,25,0,4,2,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somnalu Oculus,11,3,2,1,28,240,26,18,21,24,3,5,3,7,6,5,0,23,0,0,0,0,0,0,0,26,0,0,0,0,0,0
Ajbal Kimon,13,3,2,1,34,225,23,21,24,23,5,3,2,1,4,3,25,0,26,0,24,0,24,0,0,0,0,25,22,24,25,0
Globster,5,4,2,2,12,170,9,16,6,9,6,-5,5,-5,0,-5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Powderkeg Punk Bombardier,1,3,2,1,17,16,5,6,7,4,0,4,3,2,0,3,7,0,3,5,0,0,8,0,0,0,0,0,0,7,0,0
Hellbound Attorney,4,3,3,1,20,60,11,9,12,13,1,2,0,4,1,3,10,0,0,0,11,11,11,0,0,0,0,0,12,0,0,0
